,PM10_1
1843,75.0
1844,79.0
1845,87.0
1846,89.0
1847,102.0
1848,106.0
1849,96.0
1850,76.0
1851,63.0
1852,60.0
1853,56.0
1854,53.0
1855,48.0
1856,44.0
1857,38.0
1858,28.0
1859,29.0
1860,30.0
1861,34.0
1862,20.0
1863,18.0
1864,17.0
1865,26.0
1866,26.0
1867,18.0
1868,16.0
1869,16.0
1870,14.0
1871,13.0
1872,15.0
1873,16.0
1874,18.0
1875,16.0
1876,17.0
1877,16.0
1878,18.0
1879,18.0
1880,18.0
1881,20.0
1882,24.0
1883,27.0
1884,28.0
1885,31.0
1886,29.0
1887,26.0
1888,29.0
1889,20.0
1890,19.0
1891,22.0
1892,25.0
1893,27.0
1894,26.0
1895,27.0
1896,26.0
1897,25.0
1898,23.0
1899,30.0
1900,29.0
1901,31.0
1902,37.0
1903,38.0
1904,40.0
1905,40.0
1906,40.0
1907,34.0
1908,25.0
1909,31.0
1910,29.0
1911,35.0
1912,32.0
1913,32.0
1914,26.0
1915,29.0
1916,31.0
1917,38.0
1918,34.0
1919,36.0
1920,34.0
1921,36.0
1922,31.0
1923,32.0
1924,30.0
1925,31.0
1926,32.0
1927,33.0
1928,34.0
1929,39.0
1930,45.0
1931,52.0
1932,60.0
1933,71.0
1934,77.0
1935,76.0
1936,74.0
1937,73.0
1938,73.0
1939,68.0
1940,73.0
1941,76.0
1942,76.0
1943,74.0
1944,69.0
1945,70.0
1946,66.0
1947,67.0
1948,65.0
1949,66.0
1950,64.0
1951,71.0
1952,67.0
1953,75.0
1954,85.0
1955,87.0
1956,88.0
1957,88.0
1958,94.0
1959,89.0
1960,77.0
1961,62.0
1962,56.0
1963,37.0
1964,26.0
1965,28.0
1966,25.0
1967,26.0
1968,22.0
1969,23.0
1970,21.0
1971,22.0
1972,20.0
1973,21.0
1974,20.0
1975,26.0
1976,25.0
1977,26.0
1978,28.0
1979,37.0
1980,38.0
1981,38.0
1982,38.0
1983,46.0
1984,47.0
1985,48.0
1986,44.0
1987,43.0
1988,33.0
1989,30.0
1990,30.0
1991,30.0
1992,30.0
1993,29.0
1994,26.0
1995,27.0
1996,32.0
1997,36.0
1998,36.0
1999,40.0
2000,38.0
2001,41.0
2002,41.0
2003,46.0
2004,40.0
2005,45.0
2006,52.0
2007,54.0
2008,49.0
2009,52.0
2010,55.0
2011,56.0
2012,53.0
2013,51.0
2014,45.0
2015,49.0
2016,45.0
2017,45.0
2018,44.0
2019,47.0
2020,43.0
2021,45.0
2022,46.0
2023,48.0
2024,49.0
2025,51.0
2026,60.0
2027,59.0
2028,54.0
2029,53.0
2030,57.0
2031,50.0
2032,53.0
2033,45.0
2034,39.0
2035,39.0
2036,46.0
2037,48.0
2038,39.0
2039,42.0
2040,42.0
2041,36.0
2042,33.0
2043,30.0
2044,25.0
2045,26.0
2046,22.0
2047,23.0
2048,20.0
2049,19.0
2050,21.0
2051,20.0
2052,24.0
2053,21.0
2054,20.0
2055,19.0
2056,24.0
2057,21.0
2058,24.0
2059,28.0
2060,24.0
2061,21.0
2062,20.0
2063,22.0
2064,20.0
2065,16.0
2066,15.0
2067,15.0
2068,13.0
2069,12.0
2070,13.0
2071,13.0
2072,14.0
2073,13.0
2074,13.0
2075,19.0
2076,18.0
2077,19.0
2078,16.0
2079,15.0
2080,15.0
2081,20.0
2082,19.0
2083,16.0
2084,15.0
2085,16.0
2086,19.0
2087,17.0
2088,17.0
2089,20.0
2090,14.0
2091,16.0
2092,17.0
2093,20.0
2094,20.0
2095,23.0
2096,23.0
2097,32.0
2098,33.0
2099,42.0
2100,56.0
2101,50.0
2102,35.0
2103,36.0
2104,42.0
2105,41.0
2106,40.0
2107,41.0
2108,38.0
2109,43.0
2110,39.0
2111,46.0
2112,45.0
2113,43.0
2114,38.0
2115,44.0
2116,41.0
2117,46.0
2118,43.0
2119,46.0
2120,44.0
2121,46.0
2122,48.0
2123,55.0
2124,55.0
2125,61.0
2126,58.0
2127,58.0
2128,48.0
2129,61.0
2130,65.0
2131,59.0
2132,51.0
2133,52.0
2134,51.0
2135,54.0
2136,53.0
2137,55.0
2138,51.0
2139,51.0
2140,52.0
2141,52.0
2142,52.0
2143,53.0
2144,54.0
2145,55.0
2146,61.0
2147,71.0
2148,77.0
2149,83.0
2150,79.0
2151,70.0
2152,59.0
2153,72.0
2154,83.0
2155,92.0
2156,83.0
2157,81.0
2158,56.0
2159,43.0
2160,38.0
2161,36.0
2162,40.0
2163,51.0
2164,52.0
2165,44.0
2166,32.0
2167,31.0
2168,31.0
2169,33.0
2170,25.0
2171,23.0
2172,20.0
2173,26.0
2174,22.0
2175,22.0
2176,20.0
2177,24.0
2178,26.0
2179,23.0
2180,24.0
2181,31.0
2182,28.0
2183,29.0
2184,23.0
2185,21.0
2186,20.0
2187,22.0
2188,24.0
2189,25.0
2190,28.0
2191,24.0
2192,23.0
2193,22.0
2194,17.0
2195,20.0
2196,20.0
2197,23.0
2198,21.0
2199,22.0
2200,26.0
2201,29.0
2202,24.0
2203,25.0
2204,26.0
2205,27.0
2206,20.0
2208,20.0
2209,24.0
2210,25.0
2211,27.0
2212,23.0
2213,24.0
2214,26.0
2215,27.0
2216,30.0
2217,33.0
2218,35.0
2219,44.0
2220,42.0
2221,36.0
2222,29.0
2223,30.0
2224,33.0
2225,26.0
2226,28.0
2227,27.0
2228,27.0
2229,27.0
2230,26.0
2231,28.0
2232,34.0
2233,32.0
2234,25.0
2235,29.0
2236,24.0
2237,20.0
2238,19.0
2239,21.0
2240,19.0
2241,21.0
2242,18.0
2243,25.0
2244,22.0
2245,25.0
2246,29.0
2247,43.0
2248,44.0
2249,48.0
2250,57.0
2251,57.0
2252,48.0
2253,55.0
2254,62.0
2255,65.0
2256,65.0
2257,66.0
2258,52.0
2259,48.0
2260,46.0
2261,48.0
2262,49.0
2263,47.0
2264,47.0
2265,44.0
2266,39.0
2267,36.0
2268,22.0
2269,24.0
2270,26.0
2271,27.0
2272,28.0
2273,29.0
2274,32.0
2275,38.0
2276,34.0
2277,36.0
2278,34.0
2279,36.0
2280,33.0
2281,36.0
2282,32.0
2283,31.0
2284,33.0
2285,38.0
2286,36.0
2287,38.0
2288,37.0
2289,40.0
2290,44.0
2291,46.0
2292,48.0
2293,35.0
2294,39.0
2295,44.0
2296,46.0
2297,44.0
2298,43.0
2299,40.0
2300,40.0
2301,46.0
2302,48.0
2303,49.0
2304,46.0
2305,47.0
2306,39.0
2307,45.0
2308,43.0
2309,44.0
2310,38.0
2311,34.0
2312,28.0
2313,30.0
2314,36.0
2315,35.0
2316,38.92536106296938
2317,38.92536106296938
2318,30.0
2319,25.0
2320,23.0
2321,25.0
2322,22.0
2323,19.0
2324,17.0
2325,17.0
2326,14.0
2327,20.0
2328,20.0
2329,20.0
2330,20.0
2331,23.0
2332,20.0
2333,19.0
2334,19.0
2335,21.0
2336,24.0
2337,25.0
2338,28.0
2339,33.0
2340,38.0
2341,28.0
2342,11.0
2343,23.0
2344,28.0
2345,32.0
2346,32.0
2347,32.0
2348,38.92536106296938
2349,33.0
2350,25.0
2351,33.0
2352,42.0
2353,60.0
2354,54.0
2355,72.0
2356,54.0
2357,47.0
2358,46.0
2359,49.0
2360,44.0
2361,45.0
2362,44.0
2363,50.0
2364,44.0
2365,41.0
2366,34.0
2367,48.0
2368,38.92536106296938
2369,38.92536106296938
2370,38.92536106296938
2371,38.92536106296938
2372,38.92536106296938
2373,17.0
2374,14.0
2375,18.0
2376,15.0
2377,15.0
2378,16.0
2379,21.0
2380,22.0
2381,26.0
2382,24.0
2383,23.0
2384,20.0
2385,23.0
2386,24.0
2387,27.0
2388,26.0
2389,23.0
2390,18.0
2391,17.0
2392,20.0
2393,20.0
2394,19.0
2395,17.0
2396,15.0
2397,18.0
2398,20.0
2399,17.0
2400,19.0
2401,20.0
2402,20.0
2403,25.0
2404,24.0
2405,25.0
2406,25.0
2407,25.0
2408,26.0
2409,27.0
2410,27.0
2411,33.0
2412,36.0
2413,28.0
2414,27.0
2415,29.0
2416,33.0
2417,29.0
2418,22.0
2419,21.0
2420,24.0
2421,26.0
2422,22.0
2423,24.0
2424,26.0
2425,25.0
2426,28.0
2427,29.0
2428,30.0
2429,30.0
2430,32.0
2431,34.0
2432,33.0
2433,34.0
2434,39.0
2435,48.0
2436,48.0
2437,43.0
2438,41.0
2439,44.0
2440,40.0
2441,37.0
2442,33.0
2443,32.0
2444,26.0
2445,31.0
2446,36.0
2447,42.0
2448,36.0
2449,39.0
2450,39.0
2451,43.0
2452,39.0
2453,41.0
2454,40.0
2455,42.0
2456,46.0
2457,49.0
2458,51.0
2459,59.0
2460,62.0
2461,72.0
2462,62.0
2463,47.0
2464,48.0
2465,46.0
2466,43.0
2467,43.0
2468,39.0
2469,44.0
2470,44.0
2471,49.0
2472,43.0
2473,50.0
2474,56.0
2475,59.0
2476,51.0
2477,56.0
2478,52.0
2479,56.0
2480,52.0
2481,57.0
2482,60.0
2483,72.0
2484,73.0
2485,73.0
2486,71.0
2487,64.0
2488,60.0
2489,73.0
2490,71.0
2491,79.0
2492,82.0
2493,85.0
2494,85.0
2495,84.0
2496,79.0
2497,77.0
2498,79.0
2499,83.0
2500,78.0
2501,81.0
2502,78.0
2503,82.0
2504,83.0
2505,89.0
2506,97.0
2507,117.0
2508,127.0
2509,142.0
2510,138.0
2511,141.0
2512,128.0
2513,111.0
2514,104.0
2515,103.0
2516,104.0
2517,106.0
2518,135.0
2519,178.0
2520,204.0
2521,192.0
2522,123.0
2523,97.0
2524,82.0
2525,75.0
2526,70.0
2527,68.0
2528,70.0
2529,72.0
2530,82.0
2531,83.0
2532,65.0
2533,52.0
2534,55.0
2535,58.0
2536,59.0
2537,68.0
2538,78.0
2539,81.0
2540,75.0
2541,81.0
2542,84.0
2543,88.0
2544,84.0
2545,83.0
2546,81.0
2547,80.0
2548,76.0
2549,77.0
2550,72.0
2551,72.0
2552,71.0
2553,73.0
2554,75.0
2555,75.0
2556,79.0
2557,70.0
2558,55.0
2559,65.0
2560,80.0
2561,114.0
2562,116.0
2563,110.0
2564,99.0
2565,87.0
2566,65.0
2567,66.0
2568,68.0
2569,76.0
2570,78.0
2571,80.0
2572,77.0
2573,78.0
2574,73.0
2575,72.0
2576,65.0
2577,66.0
2578,61.0
2579,66.0
2580,64.0
2581,61.0
2582,50.0
2583,44.0
2584,47.0
2585,36.0
2586,40.0
2587,35.0
2588,31.0
2589,23.0
2590,19.0
2591,16.0
2592,17.0
2593,17.0
2594,18.0
2595,18.0
2596,19.0
2597,20.0
2598,21.0
2599,21.0
2600,21.0
2601,21.0
2602,19.0
2603,22.0
2604,17.0
2605,16.0
2606,21.0
2607,24.0
2608,22.0
2609,23.0
2610,21.0
2611,19.0
2612,18.0
2613,20.0
2614,23.0
2615,21.0
2616,22.0
2617,20.0
2618,19.0
2619,20.0
2620,24.0
2621,26.0
2622,25.0
2623,27.0
2624,30.0
2625,35.0
2626,44.0
2627,46.0
2628,54.0
2629,70.0
2630,54.0
2631,44.0
2632,43.0
2633,44.0
2634,36.0
2635,32.0
2636,32.0
2637,35.0
2638,32.0
2639,27.0
2640,25.0
2641,25.0
2642,22.0
2643,23.0
2644,21.0
2645,22.0
2646,22.0
2647,25.0
2648,27.0
2649,28.0
2650,35.0
2651,40.0
2652,41.0
2653,44.0
2654,44.0
2655,31.0
2656,36.0
2657,47.0
2658,35.0
2659,39.0
2660,48.0
2661,49.0
2662,46.0
2663,43.0
2664,39.0
2665,37.0
2666,37.0
2667,38.0
2668,39.0
2669,43.0
2670,38.0
2671,36.0
2672,36.0
2673,34.0
2674,31.0
2675,36.0
2676,41.0
2677,49.0
2678,47.0
2679,48.0
2680,55.0
2681,56.0
2682,57.0
2683,62.0
2684,65.0
2685,69.0
2686,58.0
2687,57.0
2688,60.0
2689,59.0
2690,49.0
2691,49.0
2692,46.0
2693,49.0
2694,45.0
2695,48.0
2696,46.0
2697,45.0
2698,44.0
2699,49.0
2700,51.0
2701,54.0
2702,50.0
2703,50.0
2704,50.0
2705,45.0
2706,42.0
2707,41.0
2708,40.0
2709,39.0
2710,35.0
2711,36.0
2712,37.0
2713,36.0
2714,34.0
2715,32.0
2716,32.0
2717,38.0
2718,48.0
2719,86.0
2720,96.0
2721,93.0
2722,64.0
2723,37.0
2724,31.0
2725,35.0
2726,37.0
2727,39.0
2728,45.0
2729,43.0
2730,43.0
2731,39.0
2732,34.0
2733,38.0
2734,37.0
2735,40.0
2736,37.0
2737,36.0
2738,32.0
2739,28.0
2740,21.0
2741,18.0
2742,13.0
2743,13.0
2744,10.0
2745,10.0
2746,9.0
2747,9.0
2748,9.0
2749,9.0
2750,9.0
2751,8.0
2752,6.0
2753,9.0
2754,8.0
2755,10.0
2756,6.0
2757,8.0
2758,5.0
2759,4.0
2760,3.0
2761,5.0
2762,5.0
2763,7.0
2764,7.0
2765,9.0
2766,11.0
2767,11.0
2768,13.0
2769,14.0
2770,14.0
2771,38.92536106296938
2772,11.0
2773,9.0
2774,9.0
2775,11.0
2776,12.0
2777,17.0
2778,17.0
2779,14.0
2780,14.0
2781,23.0
2782,26.0
2783,22.0
2784,18.0
2785,23.0
2786,23.0
2787,21.0
2788,18.0
2789,20.0
2790,19.0
2791,20.0
2792,17.0
2793,19.0
2794,19.0
2795,21.0
2796,18.0
2797,13.0
2798,17.0
2799,16.0
2800,19.0
2801,23.0
2802,28.0
2803,32.0
2804,33.0
2805,39.0
2806,45.0
2807,44.0
2808,46.0
2809,45.0
2810,40.0
2811,40.0
2812,32.0
2813,32.0
2814,28.0
2815,24.0
2816,31.0
2817,55.0
2818,55.0
2819,52.0
2820,31.0
2821,28.0
2822,41.0
2823,59.0
2824,68.0
2825,66.0
2826,45.0
2827,30.0
2828,29.0
2829,32.0
2830,33.0
2831,37.0
2832,39.0
2833,44.0
2834,49.0
2835,55.0
2836,59.0
2837,56.0
2838,53.0
2839,51.0
2840,48.0
2841,45.0
2842,38.0
2843,31.0
2844,26.0
2845,20.0
2846,24.0
2847,38.92536106296938
2848,38.92536106296938
2849,36.0
2850,34.0
2851,35.0
2852,38.0
2853,38.0
2854,34.0
2855,35.0
2856,34.0
2857,34.0
2858,36.0
2859,37.0
2860,36.0
2861,38.0
2862,36.0
2863,36.0
2864,37.0
2865,38.0
2866,48.0
2867,53.0
2868,40.0
2869,34.0
2870,37.0
2871,37.0
2872,32.0
2873,27.0
2874,26.0
2875,27.0
2876,25.0
2877,24.0
2878,22.0
2879,25.0
2880,27.0
2881,31.0
2882,30.0
2883,31.0
2884,27.0
2885,28.0
2886,25.0
2887,26.0
2888,22.0
2889,19.0
2890,20.0
2891,13.0
2892,12.0
2893,17.0
2894,25.0
2895,31.0
2896,27.0
2897,30.0
2898,29.0
2899,24.0
2900,22.0
2901,21.0
2902,23.0
2903,23.0
2904,26.0
2905,30.0
2906,28.0
2907,30.0
2908,32.0
2909,31.0
2910,32.0
2911,34.0
2912,33.0
2913,39.0
2914,48.0
2915,38.0
2916,42.0
2917,55.0
2918,75.0
2919,102.0
2920,74.0
2921,55.0
2922,55.0
2923,52.0
2924,56.0
2925,62.0
2926,62.0
2927,64.0
2928,68.0
2929,66.0
2930,62.0
2931,58.0
2932,52.0
2933,50.0
2934,51.0
2935,55.0
2936,53.0
2937,48.0
2938,49.0
2939,51.0
2940,49.0
2941,48.0
2942,50.0
2943,51.0
2944,52.0
2945,57.0
2946,57.0
2947,60.0
2948,61.0
2949,66.0
2950,62.0
2951,60.0
2952,59.0
2953,59.0
2954,54.0
2955,55.0
2956,50.0
2957,46.0
2958,46.0
2959,46.0
2960,47.0
2961,49.0
2962,51.0
2963,49.0
2964,55.0
2965,61.0
2966,75.0
2967,92.0
2968,105.0
2969,101.0
2970,111.0
2971,125.0
2972,126.0
2973,104.0
2974,79.0
2975,63.0
2976,49.0
2977,52.0
2978,40.0
2979,25.0
2980,22.0
2981,20.0
2982,27.0
2983,36.0
2984,36.0
2985,35.0
2986,31.0
2987,34.0
2988,31.0
2989,27.0
2990,30.0
2991,35.0
2992,32.0
2993,37.0
2994,40.0
2995,39.0
2996,36.0
2997,35.0
2998,32.0
2999,32.0
3000,26.0
3001,25.0
3002,26.0
3003,26.0
3004,27.0
3005,29.0
3006,28.0
3007,30.0
3008,31.0
3009,35.0
3010,35.0
3011,33.0
3012,28.0
3013,54.0
3014,32.0
3015,39.0
3016,36.0
3017,34.0
3018,33.0
3019,35.0
3020,36.0
3021,37.0
3022,36.0
3023,32.0
3024,28.0
3025,30.0
3026,47.0
3027,52.0
3028,39.0
3029,29.0
3030,25.0
3031,26.0
3032,24.0
3033,26.0
3034,25.0
3035,23.0
3036,24.0
3037,23.0
3038,17.0
3039,16.0
3040,15.0
3041,18.0
3042,24.0
3043,26.0
3044,23.0
3045,21.0
3046,19.0
3047,17.0
3048,21.0
3049,23.0
3050,20.0
3051,25.0
3052,24.0
3053,28.0
3054,27.0
3055,28.0
3056,28.0
3057,26.0
3058,32.0
3059,38.0
3060,36.0
3061,46.0
3062,42.0
3063,39.0
3064,36.0
3065,37.0
3066,28.0
3067,30.0
3068,26.0
3069,24.0
3070,23.0
3071,24.0
3072,25.0
3073,25.0
3074,24.0
3075,23.0
3076,22.0
3077,21.0
3078,23.0
3079,24.0
3080,26.0
3081,30.0
3082,34.0
3083,42.0
3084,56.0
3085,64.0
3086,82.0
3087,108.0
3088,115.0
3089,120.0
3090,116.0
3091,118.0
3092,116.0
3093,112.0
3094,104.0
3095,108.0
3096,109.0
3097,117.0
3098,119.0
3099,134.0
3100,132.0
3101,141.0
3102,132.0
3103,134.0
3104,138.0
3105,137.0
3106,117.0
3107,115.0
3108,114.0
3109,107.0
3110,84.0
3111,58.0
3112,37.0
3113,29.0
3114,27.0
3115,23.0
3116,15.0
3117,18.0
3118,25.0
3119,35.0
3120,38.0
3121,42.0
3122,35.0
3123,37.0
3124,37.0
3125,35.0
3126,31.0
3127,29.0
3128,27.0
3129,28.0
3130,30.0
3131,31.0
3132,28.0
3133,26.0
3134,21.0
3135,23.0
3136,23.0
3137,25.0
3138,25.0
3139,21.0
3140,18.0
3141,21.0
3142,21.0
3143,24.0
3144,25.0
3145,29.0
3146,27.0
3147,26.0
3148,25.0
3149,23.0
3150,25.0
3151,25.0
3152,25.0
3153,25.0
3154,26.0
3155,29.0
3156,25.0
3157,29.0
3158,27.0
3159,26.0
3160,18.0
3161,17.0
3162,20.0
3163,15.0
3164,21.0
3165,19.0
3166,19.0
3167,19.0
3168,18.0
3169,20.0
3170,20.0
3171,24.0
3172,25.0
3173,23.0
3174,25.0
3175,30.0
3176,29.0
3177,33.0
3178,37.0
3179,40.0
3180,41.0
3181,40.0
3182,42.0
3183,45.0
3184,41.0
3185,40.0
3186,40.0
3187,40.0
3188,40.0
3189,40.0
3190,42.0
3191,45.0
3192,43.0
3193,48.0
3194,51.0
3195,57.0
3196,57.0
3197,55.0
3198,56.0
3199,55.0
3200,57.0
3201,63.0
3202,65.0
3203,71.0
3204,78.0
3205,82.0
3206,79.0
3207,81.0
3208,69.0
3209,70.0
3210,69.0
3211,89.0
3212,89.0
3213,95.0
3214,87.0
3215,92.0
3216,86.0
3217,87.0
3218,84.0
3219,87.0
3220,80.0
3221,81.0
3222,75.0
3223,77.0
3224,77.0
3225,79.0
3226,79.0
3227,83.0
3228,82.0
3229,90.0
3230,73.0
3231,78.0
3232,76.0
3233,78.0
3234,78.0
3235,91.0
3236,98.0
3237,113.0
3238,109.0
3239,106.0
3240,94.0
3241,89.0
3242,83.0
3243,83.0
3244,77.0
3245,81.0
3246,83.0
3247,92.0
3248,93.0
3249,94.0
3250,98.0
3251,95.0
3252,89.0
3253,94.0
3254,74.0
3255,68.0
3256,71.0
3257,94.0
3258,97.0
3259,96.0
3260,84.0
3261,85.0
3262,82.0
3263,86.0
3264,82.0
3265,80.0
3266,71.0
3267,74.0
3268,69.0
3269,72.0
3270,72.0
3271,75.0
3272,68.0
3273,72.0
3274,68.0
3275,72.0
3276,80.0
3277,78.0
3278,77.0
3279,97.0
3280,88.0
3281,88.0
3282,95.0
3283,113.0
3284,118.0
3285,119.0
3286,114.0
3287,113.0
3288,114.0
3289,125.0
3290,128.0
3291,127.0
3292,122.0
3293,113.0
3294,93.0
3295,88.0
3296,65.0
3297,34.0
3298,37.0
3299,38.0
3300,35.0
3301,34.0
3302,33.0
3303,31.0
3304,30.0
3305,28.0
3306,25.0
3307,29.0
3308,31.0
3309,29.0
3310,25.0
3311,24.0
3312,21.0
3313,21.0
3314,20.0
3315,21.0
3316,22.0
3317,22.0
3318,21.0
3319,19.0
3320,23.0
3321,25.0
3322,27.0
3323,29.0
3324,38.92536106296938
3325,38.92536106296938
3326,26.0
3327,25.0
3328,23.0
3329,24.0
3330,19.0
3331,16.0
3332,27.0
3333,24.0
3334,22.0
3335,24.0
3336,36.0
3337,42.0
3338,37.0
3339,40.0
3340,39.0
3341,40.0
3342,41.0
3343,45.0
3344,49.0
3345,55.0
3346,52.0
3347,54.0
3348,55.0
3349,63.0
3350,59.0
3351,56.0
3352,43.0
3353,43.0
3354,34.0
3355,31.0
3356,32.0
3357,43.0
3358,36.0
3359,33.0
3360,32.0
3361,29.0
3362,29.0
3363,32.0
3364,29.0
3365,28.0
3366,29.0
3367,29.0
3368,31.0
3369,36.0
3370,51.0
3371,57.0
3372,57.0
3373,52.0
3374,49.0
3375,52.0
3376,53.0
3377,56.0
3378,56.0
3379,51.0
3380,47.0
3381,43.0
3382,47.0
3383,49.0
3384,46.0
3385,49.0
3386,45.0
3387,42.0
3388,41.0
3389,40.0
3390,44.0
3391,43.0
3392,46.0
3393,46.0
3394,51.0
3395,46.0
3396,43.0
3397,43.0
3398,45.0
3399,48.0
3400,50.0
3401,50.0
3402,46.0
3403,43.0
3404,47.0
3405,48.0
3406,48.0
3407,49.0
3408,49.0
3409,53.0
3410,55.0
3411,57.0
3412,59.0
3413,63.0
3414,66.0
3415,75.0
3416,85.0
3417,95.0
3418,109.0
3419,125.0
3420,117.0
3421,105.0
3422,71.0
3423,62.0
3424,58.0
3425,60.0
3426,57.0
3427,41.0
3428,40.0
3429,51.0
3430,58.0
3431,53.0
3432,56.0
3433,69.0
3434,73.0
3435,72.0
3436,85.0
3437,92.0
3438,88.0
3439,88.0
3440,89.0
3441,96.0
3442,99.0
3443,90.0
3444,84.0
3445,73.0
3446,68.0
3447,69.0
3448,65.0
3449,60.0
3450,58.0
3451,56.0
3452,55.0
3453,56.0
3454,55.0
3455,55.0
3456,55.0
3457,55.0
3458,54.0
3459,50.0
3460,50.0
3461,49.0
3462,52.0
3463,47.0
3464,45.0
3465,56.0
3466,54.0
3467,58.0
3468,59.0
3469,78.0
3470,88.0
3471,88.0
3472,87.0
3473,69.0
3474,46.0
3475,45.0
3476,45.0
3477,46.0
3478,47.0
3479,40.0
3480,34.0
3481,34.0
3482,34.0
3483,37.0
3484,44.0
3485,51.0
3486,55.0
3487,60.0
3488,60.0
3489,61.0
3490,67.0
3491,72.0
3492,69.0
3493,65.0
3494,61.0
3495,56.0
3496,50.0
3497,48.0
3498,46.0
3499,46.0
3500,48.0
3501,56.0
3502,59.0
3503,59.0
3504,56.0
3505,51.0
3506,53.0
3507,54.0
3508,53.0
3509,51.0
3510,51.0
3511,54.0
3512,54.0
3513,54.0
3514,51.0
3515,38.92536106296938
3516,38.92536106296938
3517,38.92536106296938
3518,49.0
3519,49.0
3520,54.0
3521,60.0
3522,51.0
3523,57.0
3524,47.0
3525,42.0
3526,37.0
3527,44.0
3528,45.0
3529,43.0
3530,43.0
3531,41.0
3532,43.0
3533,46.0
3534,41.0
3535,44.0
3536,50.0
3537,64.0
3538,65.0
3539,75.0
3540,69.0
3541,69.0
3542,55.0
3543,63.0
3544,61.0
3545,63.0
3546,51.0
3547,53.0
3548,53.0
3549,53.0
3550,58.0
3551,60.0
3552,61.0
3553,60.0
3554,55.0
3555,56.0
3556,49.0
3557,54.0
3558,48.0
3559,48.0
3560,46.0
3561,46.0
3562,51.0
3563,46.0
3564,36.0
3565,27.0
3566,21.0
3567,21.0
3568,21.0
